x1,y1,x2,y2,scale,img_id,annorect_id
429,0,510,92,2.9418361613115,41,64
305,1,417,94,3.49387578485555,42,65
248,3,360,100,3.55597075353552,43,66
319,116,405,227,3.37001364982399,44,67
208,88,330,200,3.97473621766275,45,68
282,88,370,193,3.288,46,69
53,0,182,44,3.27113925108669,47,70
36,141,175,282,4.75187878633283,48,71
694,49,776,152,3.15971644297396,49,72
746,79,905,285,6.24539766548136,50,73
525,22,628,154,4.01833398313281,51,74
177,108,245,201,2.76500415912888,52,75
327,201,410,294,2.99163634153618,52,76
246,1,318,83,2.61897079021512,53,77
331,24,386,102,2.29058595123606,53,78
503,0,583,41,2.15746517932503,53,79
436,0,503,48,1.97807178838383,53,80
374,1,492,154,4.63721985676763,54,81
61,106,120,177,2.2155523013461,55,82
196,61,260,157,2.76906337955634,55,83
282,93,329,168,2.12423727488245,55,84
497,140,576,229,2.85610083855595,55,85
473,258,552,345,2.82038295272114,55,86
808,136,953,305,5.344299392811,56,87
264,99,426,274,5.72333329450592,56,88
787,98,918,279,5.36237559296251,57,89
289,78,469,296,6.78499992630803,57,90
715,72,846,235,5.01881260857586,58,91
547,118,640,204,3.04005263112335,59,92
373,105,456,213,3.26902554287971,59,93
273,104,363,220,3.52367081322873,60,94
278,87,335,161,2.24178500307233,61,95
439,165,511,260,2.86083624138118,62,96
135,112,224,210,3.17716855076969,62,97
345,65,394,133,2.01156655370883,63,98
219,105,273,170,2.02810650607901,63,99
363,94,430,180,2.61644032991391,64,100
82,145,137,221,2.25152748151116,64,101
163,79,211,130,1.68085692430974,65,102
22,224,59,269,1.39819311970843,65,103
270,160,319,220,1.85918691905897,65,104
370,162,420,216,1.76624347132551,65,105
530,107,571,157,1.55185566339141,65,106
671,82,721,139,1.81973184837767,65,107
782,65,835,127,1.95758218218291,65,108
217,118,269,182,1.97909070029648,66,109
316,13,363,88,2.12423727488245,66,110
433,9,483,73,1.94917828840771,66,111
703,11,763,78,2.15853283505255,66,112
155,13,277,157,4.52958276224201,67,113
443,80,531,184,3.26964218225787,67,114
705,213,790,295,2.8345412327218,67,115
188,33,226,96,1.76575422978398,68,116
302,0,349,66,1.94459250229965,68,117
443,77,491,145,1.99763059648174,68,118
543,22,603,87,2.1230167215545,68,119
571,179,705,356,5.32805405377986,69,120
959,217,1067,347,4.05621301215801,69,121
1203,132,1300,263,3.91207361893919,69,122
0,156,124,319,4.91531484240837,69,123
1398,98,1739,453,11.8139009645417,70,124
4,18,189,386,9.88523262245254,70,125
1086,0,1332,311,9.51674902474579,71,126
1058,144,1253,363,7.03760868477354,72,127
511,402,705,640,7.36921162676171,72,128
244,328,381,484,4.98281847953545,72,129
547,65,681,218,4.88121296400802,72,130
1481,105,1556,219,3.27501083967672,72,131
588,525,833,819,9.18485361886623,72,132
393,353,516,514,4.86259190144515,72,133
1723,151,1840,284,4.25132073595959,72,134
642,211,686,266,1.69042479868227,73,135
774,245,814,285,1.35764501987817,73,136
249,121,341,205,2.98990300846031,74,137
274,84,353,156,2.56530699917183,75,138
184,18,279,139,3.69210184041556,76,139
652,174,674,199,0.799239638656642,77,140
215,161,258,200,1.3932408262752,77,141
844,335,868,368,0.979305876628952,78,142
723,495,807,593,3.09776693765041,79,143
1293,228,1365,321,2.82273059288342,80,144
589,288,705,428,4.36351418010759,81,145
868,202,963,321,3.65446795033148,82,146
737,102,823,228,3.66123913450078,83,147
605,211,702,321,3.51982726848918,84,148
732,98,905,348,7.29651313984975,85,149
195,138,226,178,1.21455176917248,86,150
475,104,517,152,1.53074099703379,87,151
440,99,570,262,5.00381294614417,88,152
613,49,725,200,4.51206382933575,88,153
205,300,243,352,1.54571925005804,89,154
262,211,305,275,1.85049182651532,90,155
468,305,498,339,1.08823526868044,90,156
564,305,583,328,0.715988826728462,90,157
398,101,458,169,2.17647053736089,91,158
450,232,518,326,2.78441376235645,92,159
308,122,345,158,1.23896731191747,93,160
1133,183,1234,326,4.20171393600278,94,161
917,133,1086,338,6.37632621499245,95,162
403,168,427,198,0.92204989019033,96,163
559,7,615,80,2.2081304309302,97,164
653,35,711,114,2.35212244579231,97,165
155,35,221,121,2.60175940471059,98,166
422,108,477,161,1.83313501957712,99,167
293,139,338,200,1.81925699119173,100,168
349,28,436,141,3.42267263991168,101,169
321,112,373,186,2.17064045848224,102,170
241,48,281,89,1.37472033519549,103,171
102,126,144,177,1.58563551927926,104,172
255,1,307,33,1.46537640215748,105,173
41,67,147,179,3.70098365303064,106,174
360,172,505,334,5.21794442285466,106,175
1209,109,1321,269,4.68731735644174,106,176
1647,110,1726,231,3.4681453256748,106,177
1729,79,1791,159,2.42910353834496,106,178
284,338,345,412,2.30162377464259,107,179
381,419,457,521,3.05281509430231,107,180
638,450,726,572,3.61022547772296,107,181
1209,353,1300,490,3.94725220881565,107,182
1441,409,1491,472,1.9303222528894,107,183
1571,398,1640,491,2.7792373054491,107,184
1160,83,1317,230,5.16184153185663,108,185
587,123,687,253,3.93629267204561,108,186
750,63,813,157,2.7158203180623,108,187
347,328,438,440,3.46340872551883,109,188
419,164,486,252,2.65446943851309,109,189
1084,90,1160,216,3.53150845956795,109,190
1414,172,1467,248,2.22372660190051,109,191
1616,169,1686,267,2.89038128972632,109,192
476,266,595,419,4.65191573440448,110,193
841,19,981,205,5.58720824741659,110,194
1216,286,1281,367,2.49253605791371,110,195
1081,31,1212,226,5.6380081589157,111,196
1676,179,1771,295,3.59847967897555,111,197
121,276,181,347,2.23096750312505,112,198
524,303,607,390,2.88579417145437,112,199
1121,367,1212,462,3.15725450352042,112,200
1171,276,1209,321,1.41355721497221,112,201
1459,290,1541,388,3.06674550623295,112,202
1574,284,1624,345,1.89295958752426,112,203
274,78,455,340,7.64259641744872,113,204
1372,26,1553,329,8.47067411721169,113,205
878,164,1028,379,6.2917088298808,114,206
1329,184,1509,359,6.02514730110393,115,207
719,5,824,95,3.31903600462544,116,208
1059,138,1197,305,5.19936611521058,117,209
832,109,917,229,3.52930588076466,118,210
369,167,446,266,3.01006312226172,118,211
346,134,426,249,3.36214217426926,119,212
799,95,879,199,3.14903413763649,119,213
666,17,738,129,3.1955168596019,120,214
72,21,195,152,4.31266043179845,120,215
510,180,564,253,2.17924757657316,121,216
749,130,845,256,3.8017090893439,121,217
777,160,868,287,3.74968798701972,122,218
423,269,521,375,3.46465582706277,122,219
734,55,844,187,4.12381182887871,123,220
855,153,936,274,3.49461757564401,124,221
1629,183,1795,357,5.77158834290873,124,222
78,324,140,400,2.35395836836593,124,223
903,171,998,309,4.02091332908333,125,224
552,111,610,170,1.98562836401981,126,225
600,164,646,221,1.75790784741408,127,226
577,110,638,183,2.28315571085285,129,227
1198,321,1248,387,1.98722318827051,131,228
697,347,747,410,1.9303222528894,131,229
664,318,687,351,0.965384897333701,131,230
462,317,490,351,1.05709034618617,131,231
220,305,253,341,1.17207508291918,131,232
56,257,121,326,2.27506835062158,131,233
307,216,386,324,3.21142958820523,132,234
636,278,678,339,1.77745886028341,132,235
1137,255,1218,367,3.31730010701474,132,236
329,118,365,161,1.34592718970976,133,237
234,234,284,287,1.7487092382669,134,238
142,26,197,100,2.21282082419702,135,239
267,43,304,100,1.63094083277107,137,240
452,33,494,97,1.83721528406445,138,241
263,36,315,103,2.03547733959384,139,242
149,6,211,82,2.35395836836593,140,243
429,7,484,65,1.91834929040569,141,244
416,2,471,67,2.04352636391117,142,245
412,86,450,141,1.60441391168239,143,246
502,122,583,255,3.73737876057538,144,247
719,51,763,111,1.78570322282287,145,248
1030,191,1155,341,4.68614980554399,146,249
818,98,975,234,4.98512988797684,147,250
268,64,441,239,5.90585336763452,147,251
552,30,702,161,4.77961672103527,148,252
520,34,814,186,7.9432386342096,149,253
736,48,902,193,5.28986351430734,150,254
909,159,1073,291,5.05255578890525,151,255
394,30,471,133,3.08640373250163,152,256
254,74,332,163,2.84022534317262,153,257
382,46,468,150,3.23884423830477,154,258
291,44,369,146,3.08173457650071,155,259
318,39,395,151,3.2619699569432,156,260
355,44,432,164,3.4219152531879,157,261
491,70,587,179,3.48595352808955,158,262
259,60,326,154,2.77041513134765,159,263
337,52,393,135,2.40299812734009,160,264
247,66,322,152,2.73863031459158,161,265
391,78,466,180,3.03853648982532,162,266
383,53,447,147,2.72925484335926,163,267
319,63,398,158,2.9653357314139,164,268
861,149,969,286,4.18681358553256,165,269
1008,129,1125,288,4.73779695639228,165,270
843,151,935,265,3.51581569482816,166,271
1149,369,1229,455,2.818952997125,166,272
927,139,1027,241,3.42822169644847,167,273
776,341,851,422,2.64936520698827,167,274
1590,239,1673,337,3.08220181039464,168,275
1402,255,1469,341,2.61644032991391,168,276
818,280,884,337,2.0929596269398,168,277
671,300,720,359,1.84066075092615,168,278
435,322,486,371,1.69739565216834,168,279
327,351,365,388,1.27290533819291,168,280
149,233,233,318,2.86807531281869,169,281
488,173,590,278,3.51327539484169,169,282
1300,159,1392,267,3.40495638738589,169,283
1535,265,1604,347,2.5720342143914,169,284
381,116,415,151,1.17109179828056,170,285
279,95,306,125,0.968660931389307,170,286
261,118,286,153,1.03227903204512,171,287
334,115,369,155,1.27561749752816,171,288
585,147,623,191,1.39530641795987,172,289
146,111,185,147,1.2738100329327,172,290
258,128,299,174,1.47887524828837,173,291
325,140,378,191,1.7652648526496,173,292
393,128,434,165,1.32544332206247,175,293
497,80,535,127,1.45056127068111,175,294
159,205,203,248,1.47653648786611,175,295
24,168,61,216,1.45452672715217,175,296
460,179,525,258,2.45528328304495,176,297
627,100,687,201,2.81946377880618,176,298
747,116,847,231,3.65754015699076,177,299
948,210,1118,408,6.26321834203471,178,300
897,190,1022,308,4.1255574168832,179,301
956,236,1042,316,2.818952997125,180,302
349,121,436,223,3.21752202789662,180,303
305,119,406,248,3.93204679524545,181,304
770,174,939,349,5.83876151251274,181,305
1049,90,1119,162,2.41005892044157,181,306
217,214,318,322,3.54883642902853,182,307
1049,223,1158,342,3.87300813322151,182,308
730,77,826,188,3.52211754488688,185,309
268,440,401,571,4.48035712862267,186,310
273,478,422,603,4.66773778183822,187,311
319,344,442,439,3.72997372644902,188,312
253,386,449,539,5.96751204439505,189,313
696,239,961,447,8.08515083347243,190,314
656,73,739,200,3.64120419641634,191,315
664,71,743,197,3.56922848806293,192,316
660,81,744,190,3.30268254605253,193,317
190,228,257,300,2.36043385842518,195,318
92,76,180,178,3.23314831085739,196,319
397,113,453,192,2.32403786544023,197,320
266,41,329,127,2.55856209617824,198,321
334,84,408,167,2.66875251756321,199,322
382,45,446,137,2.68971373941541,200,323
393,48,459,137,2.65923898888385,201,324
969,96,1137,331,6.93300973603817,202,325
1059,49,1267,325,8.29442222219245,203,326
976,159,1190,361,7.06269070538984,204,327
418,417,448,451,1.08823526868044,205,328
471,335,497,374,1.12493199794476,205,329
629,330,649,355,0.768374908491942,205,330
788,460,822,501,1.27832390261623,205,331
834,340,857,365,0.815293812070225,205,332
971,379,996,406,0.883121735662757,205,333
1116,339,1135,362,0.715988826728462,205,334
499,377,527,408,1.00255673156186,206,335
909,414,935,444,0.952772795581402,206,336
1156,474,1195,521,1.46576942252184,206,337
792,308,813,329,0.71276363543604,206,338
282,384,309,421,1.09929431909748,207,339
671,396,700,426,1.0014070101612,207,340
1003,403,1031,429,0.917038712378054,207,341
1022,353,1044,377,0.781383388612786,207,342
842,310,860,331,0.663807200925088,207,343
821,309,842,326,0.648444292133102,207,344
691,447,729,477,1.16195696994338,208,345
382,425,413,462,1.15848176507013,208,346
912,406,947,440,1.17109179828056,208,347
464,316,488,339,0.797796966652544,208,348
506,294,532,321,0.899599911071583,208,349
601,288,638,318,1.1432165149262,208,350
978,317,1003,344,0.883121735662757,208,351
901,322,929,353,1.00255673156186,208,352
778,334,814,369,1.20502946022079,209,353
881,306,908,344,1.11877075399744,209,354
449,371,482,406,1.15449729319735,209,355
496,273,519,294,0.747475752115077,209,356
666,271,688,299,0.854615703108713,209,357
719,279,744,301,0.799239638656642,209,358
676,410,929,582,7.34231353185084,210,359
731,280,839,382,3.5652725001043,211,360
410,100,458,159,1.82542049950142,213,361
462,178,517,250,2.17448476655966,213,362
459,103,502,172,1.95124575592107,214,363
553,118,616,192,2.33244935636339,214,364
362,268,387,295,0.883121735662757,215,365
622,253,656,283,1.08823526868044,215,366
736,349,766,374,0.937229961108799,215,367
725,170,751,195,0.865665062249829,215,368
916,158,943,183,0.883121735662757,215,369
1014,214,1045,247,1.08664621657649,215,370
944,270,977,300,1.07035694980693,215,371
788,523,816,551,0.95035151391472,215,372
386,205,412,235,0.952772795581402,215,373
564,296,595,330,1.10426083875142,216,374
831,251,877,295,1.5277277244326,216,375
366,235,390,266,0.940910197627808,217,376
897,339,927,369,1.01823376490863,217,377
492,313,534,352,1.37555806856708,218,378
577,296,608,329,1.08664621657649,218,379
300,229,364,278,1.93449528301312,219,380
240,198,279,246,1.48431802522236,220,381
268,69,311,135,1.89052373695757,221,382
317,140,359,192,1.60423439683857,222,383
327,84,374,145,1.84815583758513,223,384
279,37,332,109,2.14568590432057,224,385
382,104,419,156,1.53168142901845,225,386
247,57,287,123,1.85220301263117,225,387
350,167,390,210,1.4094764985625,226,388
185,128,232,186,1.79166068216055,226,389
268,110,334,190,2.48906729519312,227,390
201,64,294,185,3.66265477488665,228,391
619,127,695,214,2.77249346257119,229,392
642,106,735,222,3.56826008020716,230,393
565,22,668,151,3.9618177646126,231,394
430,79,505,181,3.03853648982532,232,395
573,196,638,270,2.3638477108308,232,396
348,124,399,194,2.07859952852876,233,397
165,74,249,186,3.36,234,398
391,119,465,210,2.81496571915183,235,399
706,90,784,203,3.29534945036183,237,400
282,122,405,273,4.67415019014152,237,401
665,60,751,178,3.50432875170124,238,402
869,388,925,460,2.18913681619034,238,403
755,13,860,135,3.86310548652247,239,404
358,135,501,275,4.80293910017606,240,405
899,118,1047,305,5.72353457227263,240,406
392,52,455,128,2.36920239743252,241,407
240,91,298,168,2.31360497924775,241,408
340,74,430,176,3.26470580604133,242,409
164,56,259,183,3.80640302648051,242,410
584,55,676,187,3.8615395893348,242,411
242,256,306,312,2.04098799604505,243,412
239,76,298,139,2.07152118019585,244,413
1041,139,1131,251,3.44832481068707,245,414
614,176,647,209,1.12005714139949,246,415
571,109,635,174,2.18926837094039,247,416
822,247,862,290,1.4094764985625,248,417
586,366,617,399,1.08664621657649,249,418
826,288,888,347,2.05406913223484,250,419
727,181,853,290,3.99850372014332,251,420
1224,345,1337,431,3.40808450599453,252,421
820,669,890,722,2.10722186776808,252,422
647,294,777,419,4.32832531124915,253,423
490,140,705,330,6.88616003299371,254,424
884,276,1047,488,6.41805951982373,256,425
1443,294,1584,480,5.60167403550046,256,426
433,269,569,469,5.80462711980709,256,427
782,108,844,179,2.26224667090041,257,428
643,256,757,353,3.59239196079715,258,429
285,188,332,230,1.51276171289466,259,430
516,184,569,247,1.97588663642427,259,431
370,171,424,236,2.02810650607901,260,432
480,325,557,408,2.71719855733805,261,433
994,80,1098,184,3.52987705168325,262,434
616,73,706,171,3.19335309666814,263,435
510,115,555,185,1.99719803725119,264,436
1141,398,1210,463,2.27506835062158,265,437
882,406,947,465,2.10681180934606,265,438
796,404,845,447,1.56460857724864,265,439
700,420,733,455,1.15449729319735,265,440
608,412,637,439,0.950957412295629,265,441
1537,543,1608,616,2.44399672667539,266,442
878,222,927,268,1.61300712955647,267,443
760,225,805,270,1.52735064736294,267,444
579,223,617,270,1.45056127068111,267,445
410,243,456,295,1.66622927594014,267,446
195,242,229,284,1.2968885842662,267,447
100,201,153,257,1.85049182651532,267,448
1027,217,1077,275,1.83784221303136,267,449
861,229,963,339,3.60031998577904,268,450
580,282,639,337,1.93583470368728,268,451
1171,175,1251,259,2.784,269,452
873,49,967,175,3.77281221372069,269,453
515,67,559,115,1.56276677722557,272,454
1316,180,1378,245,2.15586270434831,274,455
788,600,859,684,2.63967270698471,274,456
969,78,1092,249,5.05540502828408,275,457
780,225,867,320,3.09162481552985,279,458
990,157,1055,241,2.54908924912409,279,459
1443,231,1555,349,3.90455733726629,280,460
976,271,1035,341,2.19714724131088,281,461
922,0,1024,102,3.46199480068934,282,462
882,112,965,212,3.11898445010551,283,463
820,275,898,335,2.36177560322737,284,464
996,2,1088,104,3.29666012806901,285,465
366,208,410,274,1.90373107344499,286,466
351,0,458,112,3.71752175514818,288,467
178,117,303,235,4.1255574168832,289,468
585,193,661,283,2.82711442994443,290,469
609,113,661,167,1.79919982214317,290,470
509,125,568,189,2.08910315685942,291,471
352,109,411,173,2.08910315685942,291,472
407,250,482,336,2.73863031459158,291,473
400,70,451,133,1.94533287639931,292,474
570,80,666,170,3.15816655672243,293,475
502,143,593,220,2.86093690947564,294,476
1053,45,1102,116,2.07040865531421,295,477
334,295,522,481,6.34708121895411,296,478
712,254,799,339,2.91913411819327,297,479
519,259,609,367,3.37402785999167,298,480
382,204,435,264,1.92134952572404,298,481
702,264,767,308,1.88380890750628,298,482
694,127,771,207,2.66486472452168,299,483
456,105,619,262,5.43153458978215,300,484
646,11,720,112,3.00498785355282,302,485
732,287,804,355,2.37684833340287,303,486
356,209,407,268,1.87169228240114,304,487
789,2,982,165,6.06293394323243,305,488
1393,140,1479,249,3.332199273753,305,489
946,267,1039,377,3.45708316359326,306,490
960,209,1074,347,4.29593296037077,307,491
893,100,988,235,3.9618177646126,308,492
754,135,865,256,3.94082630929098,309,493
651,159,705,216,1.88442033527555,310,494
707,139,747,202,1.79101758785334,311,495
687,141,749,213,2.28037891588218,312,496
441,40,499,103,2.05519050211896,313,497
434,42,487,108,2.03151175236571,314,498
428,45,467,102,1.65756447838387,315,499
360,13,602,302,9.04659936108591,317,500
179,7,230,58,1.73099740034467,318,501
134,9,231,116,3.46615175663155,319,502
183,0,265,98,3.06674550623295,320,503
589,122,643,186,2.009704455884,321,504
177,206,231,263,1.88442033527555,321,505
66,177,141,257,2.63180546393536,321,506
234,129,305,238,3.12203010875936,322,507
704,100,744,163,1.79101758785334,322,508
432,148,490,220,2.21892947161463,322,509
732,42,965,305,8.43278174744254,323,510
1007,56,1137,237,5.34833955541344,323,511
541,73,680,248,5.36366441903294,324,512
585,69,666,182,3.3367768879564,325,513
1089,235,1165,330,2.91982465226938,327,514
1009,530,1142,693,5.04902049906712,327,515
1075,312,1165,412,3.22886977129769,328,516
425,323,500,412,2.79329482869245,328,517
430,98,480,145,1.64693169257259,329,518
156,167,189,208,1.26313894722631,330,519
258,128,299,193,1.84441210145672,330,520
289,269,325,305,1.22188051789035,331,521
379,0,437,28,1.54571925005804,332,522
48,3,124,53,2.18334055978448,332,523
325,80,394,158,2.49934391391021,333,524
814,309,1079,598,9.41050986928976,335,525
558,116,653,218,3.34531074789772,336,526
227,68,388,228,5.44757707609539,337,527
494,140,602,267,4.00109584988913,338,528
670,84,775,216,4.04803952549873,340,529
740,100,858,246,4.50535681161881,341,530
828,88,993,330,7.02954223260662,342,531
660,309,733,385,2.52912633136425,343,532
649,287,728,359,2.56530699917183,344,533
129,80,241,195,3.8526541500633,345,534
702,0,826,102,3.85347635259385,346,535
276,133,307,175,1.25283678106927,347,536
283,75,322,121,1.4473810831982,348,537
156,75,188,121,1.3448568697077,349,538
549,206,626,295,2.82446455102556,350,539
868,193,946,291,3.00604191587543,350,540
892,208,969,315,3.16381541813046,351,541
369,285,446,367,2.69965331107533,351,542
271,88,322,151,1.94533287639931,352,543
255,79,302,147,1.98388709356153,353,544
362,126,419,198,2.20395281256201,354,545
365,118,442,215,2.97232030575441,355,546
368,122,424,203,2.36336031954503,356,547
323,46,420,166,3.70323966278177,357,548
318,80,411,183,3.33055671022128,358,549
765,98,854,205,3.34022753715971,359,550
358,275,434,354,2.63092987363784,359,551
320,67,363,123,1.69450877837797,361,552
405,1,468,38,1.75347882793035,362,553
436,27,494,95,2.14501468526442,363,554
716,132,902,332,6.55494439335682,364,555
740,109,849,200,3.4078309817243,365,556
531,84,635,187,3.51294748039307,366,557
231,0,317,45,2.32948406304916,368,558
208,0,275,63,2.20721725256034,369,559
267,175,349,260,2.8345412327218,369,560
201,133,269,204,2.35945756478052,370,561
128,175,191,250,2.35077519129329,370,562
267,140,322,198,1.91834929040569,371,563
278,147,365,238,3.0215227948834,372,564
302,124,368,199,2.39771891596993,373,565
285,71,388,178,3.56446461618011,375,566
304,73,370,157,2.56384710932614,376,567
392,12,468,108,2.93860375008268,377,568
627,107,694,195,2.65446943851309,380,569
393,145,443,202,1.81973184837767,382,570
998,253,1112,377,4.04255760626859,383,571
1361,268,1465,379,3.65060433353164,383,572
339,304,421,402,3.06674550623295,383,573
409,226,502,344,3.60583527077985,383,574
232,272,321,379,3.34022753715971,383,575
438,49,482,102,1.65321504953227,387,576
402,85,446,128,1.47653648786611,388,577
188,132,245,187,1.90100604943803,389,578
632,125,678,168,1.51123790317739,390,579
709,186,762,253,2.05027998088066,392,580
821,53,879,119,2.10872473310292,393,581
661,162,706,221,1.78085822007256,395,582
518,38,586,114,2.44752936652454,396,583
555,105,615,168,2.088,397,584
949,98,1020,184,2.67651116194198,398,585
591,141,659,212,2.35945756478052,399,586
1082,453,1279,719,7.94414501378216,400,587
421,611,468,651,1.48121031592411,401,588
500,551,544,591,1.42714259974258,401,589
182,319,219,356,1.25582164338731,401,590
805,528,833,563,1.07572487188872,401,591
1123,521,1158,556,1.1879393923934,401,592
1139,432,1172,481,1.41782932682322,401,593
974,346,1016,379,1.28192355466307,401,594
1070,314,1114,354,1.42714259974258,401,595
325,144,377,208,1.97909070029648,402,596
305,129,349,199,1.98432255442506,403,597
287,20,337,93,2.12355927630947,404,598
433,73,496,159,2.55856209617824,405,599
284,98,374,191,3.10603026385771,406,600
260,118,363,209,3.2985815133175,407,601
954,360,1018,461,2.86968151542989,408,602
536,80,601,169,2.64501342151604,409,603
604,88,692,214,3.68851189506012,410,604
593,87,665,187,2.95736098574388,411,605
923,89,1044,251,4.85280949553967,412,606
819,70,1011,314,7.45160385420481,413,607
402,332,455,393,1.93940196968034,414,608
795,256,835,313,1.67123427442115,414,609
428,489,518,582,3.10603026385771,415,610
795,176,856,251,2.32019309541253,415,611
333,195,386,242,1.70010823184878,416,612
2,494,39,558,1.77421531951452,416,613
561,158,604,200,1.44259765700628,417,614
961,195,1008,249,1.71813852759316,417,615
421,259,459,302,1.37723200659874,418,616
1065,107,1151,206,3.14729598226795,418,617
109,13,150,66,1.60817909450409,419,618
703,260,743,298,1.32413896551684,419,619
516,80,560,138,1.74722637342732,420,620
300,147,329,176,0.984292639411674,420,621
210,66,263,126,1.92134952572404,421,622
569,66,621,130,1.97909070029648,421,623
460,17,521,93,2.33886126138341,422,624
195,118,238,166,1.54665057462893,423,625
624,106,645,130,0.765370498516895,423,626
699,140,754,206,2.06190591443936,423,627
484,105,505,134,0.859320661918472,424,628
221,95,250,127,1.03645549832108,424,629
284,96,300,114,0.57799653978203,424,630
407,87,545,273,5.55847461089821,428,631
587,111,645,201,2.56968169235024,429,632
988,212,1120,355,4.67063678741989,429,633
893,102,971,202,3.04374506159764,429,634
669,1,784,154,4.59360250783631,430,635
991,22,1086,152,3.86429812514511,430,636
968,209,1071,326,3.74107578110896,431,637
420,13,564,190,5.47626149850425,432,638
556,33,856,405,11.4694892650022,434,639
168,198,382,440,7.75315161724573,435,640
788,209,970,391,6.17728484044568,436,641
74,89,230,316,6.61046443149042,436,642
298,54,401,162,3.58179396392366,437,643
826,31,962,176,4.77117344056994,437,644
828,96,969,278,5.52547554514541,438,645
220,41,351,199,4.92585018042571,438,646
381,155,469,242,2.96989696790983,440,647
655,144,742,245,3.19929992342075,440,648
802,153,865,247,2.7158203180623,441,649
552,158,645,273,3.54956673412404,441,650
567,88,623,140,1.83407742475611,442,651
388,63,474,164,3.18368842696643,443,652
249,105,318,178,2.41077580873876,444,653
219,118,286,183,2.24037139778207,445,654
823,198,949,370,5.11712419235648,446,655
860,226,982,365,4.4387025131225,448,656
79,0,311,213,7.55878085407958,449,657
961,212,1035,321,3.1619032243255,450,658
932,0,1074,184,5.57812871848616,451,659
1060,0,1147,65,2.60640441988575,452,660
1016,220,1164,371,5.07445366517421,453,661
1023,232,1132,395,4.70608117227062,456,662
1041,265,1216,431,5.78897711171844,458,663
727,12,880,164,5.17604945880543,459,664
888,99,1012,224,4.22570420166864,460,665
218,43,270,99,1.83407742475611,461,666
286,59,338,115,1.83407742475611,462,667
215,104,308,196,3.13959997451905,463,668
318,112,419,218,3.51393113193756,465,669
250,41,344,159,3.62074025580405,466,670
17,8,140,126,4.09078574359499,467,671
236,14,337,158,4.22134007158864,468,672
292,0,379,82,2.86928004907154,469,673
278,24,376,150,3.8309894283331,470,674
350,0,446,84,3.06148199406758,471,675
343,137,388,186,1.59667654833407,472,676
82,40,112,83,1.25834176597616,472,677
54,166,108,225,1.91954994725326,474,678
259,104,308,169,1.953605896797,474,679
514,184,559,244,1.8,475,680
283,186,338,244,1.91834929040569,475,681
299,128,414,239,3.8359478620023,476,682
474,433,580,543,3.66627003915423,477,683
872,311,983,439,4.06621199644091,478,684
219,111,264,160,1.59667654833407,479,685
134,75,204,163,2.69869301699915,481,686
444,46,512,136,2.70721702122309,481,687
137,75,212,171,2.92376743261156,482,688
476,60,549,150,2.78120549402593,482,689
