xbox,ybox,annorect_id
475,185,241
307,228,242
171,205,243
446,227,244
440,178,245
397,212,246
477,344,247
761,196,248
973,363,249
1004,370,250
316,429,251
559,264,252
369,388,253
842,302,254
793,383,255
445,241,256
340,288,257
413,247,258
378,249,259
334,306,260
392,234,261
461,304,262
273,258,263
393,271,264
289,235,265
381,285,266
363,250,267
392,282,268
950,523,269
969,513,270
846,443,271
1184,558,272
970,474,273
857,561,274
1648,461,275
1401,438,276
846,445,277
675,436,278
469,454,279
330,443,280
221,457,281
488,477,282
1412,458,283
1603,466,284
410,205,285
300,170,286
278,218,287
370,230,288
622,221,289
183,225,290
264,269,291
376,247,292
457,222,293
488,205,294
119,264,295
71,296,296
499,411,297
674,380,298
756,381,299
629,439,300
695,267,301
937,475,302
409,391,303
354,395,304
806,591,305
1047,253,306
222,456,307
1079,448,308
786,333,309
483,377,310
678,469,311
565,317,312
730,372,313
464,521,314
680,345,315
689,317,316
630,358,317
280,232,318
246,205,319
320,240,320
286,236,321
367,212,322
391,244,323
429,231,324
1082,601,325
1190,548,326
1096,720,327
428,488,328
504,411,329
654,407,330
811,526,331
846,409,332
987,457,333
1114,411,334
522,454,335
921,474,336
1147,576,337
802,368,338
295,476,339
680,494,340
1000,475,341
1024,442,342
860,373,343
835,369,344
699,553,345
396,514,346
941,475,347
465,388,348
515,365,349
613,349,350
975,383,351
923,395,352
788,405,353
901,403,354
474,445,355
499,342,356
689,335,357
733,352,358
723,798,359
738,418,360
457,288,361
504,346,362
470,272,363
615,298,364
358,347,365
629,337,366
744,435,367
731,250,368
921,222,369
1025,311,370
948,326,371
783,622,372
394,272,373
565,375,374
845,398,375
349,306,376
917,397,377
522,418,378
581,385,379
280,383,380
245,324,381
268,256,382
352,264,383
367,244,384
299,216,385
420,289,386
274,251,387
377,301,388
199,254,389
283,273,390
248,289,391
631,323,392
736,408,393
610,383,394
423,363,395
634,355,396
415,301,397
305,214,398
463,272,399
768,397,400
363,405,401
672,353,402
884,506,403
825,276,404
398,602,405
1040,520,406
479,220,407
249,282,408
404,232,409
191,274,410
607,269,411
296,325,412
238,163,413
1064,214,414
656,234,415
624,194,416
837,324,417
590,422,418
746,319,419
645,290,420
1061,393,421
779,701,422
616,438,423
407,357,424
1004,682,425
1553,720,426
506,697,427
811,269,428
852,416,429
317,279,430
487,319,431
446,278,432
455,509,433
1104,342,434
600,207,435
544,234,436
1232,493,437
968,512,438
884,487,439
745,505,440
635,488,441
1625,610,442
861,328,443
754,328,444
542,347,445
435,381,446
222,329,447
124,346,448
989,328,449
967,478,450
651,438,451
1200,426,452
930,298,453
529,205,454
1359,370,455
792,840,456
1059,471,457
850,440,458
1009,309,459
1542,569,460
1017,441,461
1026,269,462
949,376,463
897,502,464
1053,367,465
353,303,466
443,244,467
352,331,468
619,381,469
667,273,470
522,287,471
352,241,472
425,424,473
420,165,474
571,299,475
554,392,476
1066,211,477
623,589,478
879,398,479
585,487,480
418,417,481
714,395,482
675,383,483
650,328,484
657,256,485
669,385,486
378,380,487
901,504,488
1484,375,489
923,513,490
1044,528,491
1009,400,492
852,518,493
677,310,494
703,339,495
735,329,496
503,198,497
450,219,498
464,215,499
441,474,500
229,100,501
221,179,502
277,154,503
638,295,504
188,333,505
137,266,506
331,318,507
708,237,508
458,302,509
793,521,510
1038,512,511
678,337,512
698,357,513
1161,420,514
893,851,515
1145,527,516
485,538,517
503,250,518
167,284,519
277,297,520
297,353,521
421,110,522
115,143,523
358,252,524
1205,702,525
609,395,526
287,406,527
586,423,528
703,403,529
846,491,530
861,559,531
620,547,532
714,521,533
179,381,534
731,371,535
288,180,536
310,223,537
170,188,538
483,406,539
969,502,540
893,499,541
416,486,542
337,253,543
333,270,544
365,315,545
378,355,546
375,345,547
414,232,548
352,302,549
709,343,550
408,486,551
339,249,552
414,140,553
514,184,554
707,621,555
841,323,556
629,376,557
376,132,558
240,189,559
287,373,560
264,292,561
156,327,562
293,236,563
366,250,564
371,231,565
404,220,566
264,158,567
412,112,568
639,277,569
369,239,570
1003,604,571
1384,584,572
293,579,573
413,541,574
262,575,575
452,157,576
402,182,577
204,256,578
641,215,579
720,330,580
842,221,581
627,307,582
537,203,583
579,276,584
932,230,585
671,291,586
905,598,587
449,713,588
491,642,589
182,441,590
796,631,591
1124,611,592
1156,504,593
984,432,594
1083,408,595
371,264,596
354,276,597
313,196,598
490,295,599
385,267,600
322,302,601
984,633,602
541,333,603
596,351,604
673,307,605
1028,520,606
1081,458,607
396,475,608
863,422,609
355,643,610
814,343,611
370,393,612
149,568,613
571,286,614
909,352,615
501,335,616
1141,396,617
91,207,618
634,322,619
539,269,620
314,219,621
181,220,622
538,249,623
507,201,624
219,242,625
645,164,626
740,314,627
490,190,628
230,202,629
277,146,630
485,497,631
665,317,632
1106,393,633
860,302,634
686,282,635
1057,329,636
1031,467,637
378,307,638
893,664,639
336,651,640
934,582,641
212,567,642
416,289,643
866,323,644
893,362,645
355,312,646
437,353,647
693,296,648
847,339,649
494,411,650
618,167,651
467,206,652
221,213,653
191,246,654
1021,566,655
999,444,656
307,517,657
942,437,658
1033,256,659
1130,174,660
949,501,661
1120,614,662
1197,576,663
760,536,664
952,508,665
213,182,666
286,193,667
207,260,668
310,300,669
292,330,670
32,264,671
242,237,672
305,186,673
330,271,674
380,257,675
381,240,676
115,160,677
80,262,678
310,280,679
499,301,680
321,345,681
457,386,682
661,652,683
1011,563,684
245,232,685
204,219,686
485,219,687
207,238,688
516,265,689
272,424,690
559,567,691
898,461,692
573,405,693
890,408,694
950,508,695
736,426,696
466,281,697
667,254,698
151,296,699
259,266,700
585,236,701
663,244,702
443,318,703
530,340,704
801,316,705
324,229,706
542,167,707
989,404,708
667,304,709
364,197,710
530,282,711
331,248,712
495,343,713
797,382,714
356,378,715
762,450,716
884,311,717
364,239,718
313,232,719
83,262,720
219,257,721
182,273,722
1117,455,723
68,192,724
240,359,725
69,233,726
396,89,727
466,255,728
129,234,729
189,226,730
567,233,731
211,289,732
576,291,733
170,229,734
516,213,735
519,243,736
149,184,737
499,368,738
596,351,739
1030,387,740
301,214,741
390,287,742
707,440,743
515,440,744
917,516,745
540,283,746
688,309,747
864,432,748
745,357,749
306,345,750
723,237,751
365,645,752
1393,243,753
201,639,754
1211,507,755
1027,782,756
775,720,757
626,632,758
390,260,759
91,370,760
345,472,761
818,411,762
682,350,763
351,189,764
200,254,765
279,213,766
167,321,767
162,283,768
360,312,769
736,338,770
419,419,771
624,482,772
1057,376,773
1040,324,774
803,303,775
889,199,776
540,240,777
351,371,778
796,345,779
743,386,780
984,97,781
713,127,782
850,355,783
748,440,784
259,418,785
331,255,786
432,275,787
354,256,788
405,248,789
542,258,790
329,246,791
494,288,792
331,324,793
269,292,794
340,285,795
250,256,796
427,322,797
467,179,798
885,378,799
858,373,800
932,410,801
428,503,802
605,317,803
797,312,804
818,347,805
792,391,806
666,343,807
791,332,808
719,358,809
403,411,810
542,473,811
459,392,812
306,245,813
452,269,814
563,130,815
255,278,816
523,210,817
195,377,818
312,315,819
399,342,820
494,360,821
710,400,822
786,390,823
835,343,824
386,444,825
470,299,826
525,286,827
663,349,828
743,329,829
840,295,830
955,411,831
1011,556,832
1130,469,833
1060,337,834
949,253,835
827,253,836
750,223,837
668,193,838
557,252,839
504,380,840
875,468,841
1233,299,842
562,287,843
297,293,844
493,235,845
628,294,846
471,246,847
249,281,848
372,301,849
601,272,850
396,273,851
139,261,852
690,379,853
199,112,854
394,107,855
548,108,856
725,126,857
292,275,858
596,188,859
157,106,860
333,129,861
535,129,862
704,119,863
513,168,864
757,152,865
311,125,866
46,134,867
163,248,868
292,251,869
306,242,870
195,242,871
1157,726,872
433,231,873
269,153,874
298,223,875
287,124,876
317,246,877
295,221,878
335,329,879
105,212,880
306,107,881
550,146,882
779,280,883
912,376,884
837,339,885
127,302,886
246,279,887
380,290,888
516,254,889
460,448,890
829,409,891
300,261,892
286,208,893
383,231,894
199,336,895
533,334,896
59,391,897
177,265,898
482,331,899
398,262,900
619,264,901
714,256,902
952,303,903
595,233,904
1503,528,905
296,498,906
725,585,907
1584,514,908
1252,628,909
435,432,910
1529,489,911
1069,651,912
1503,679,913
942,591,914
549,688,915
441,780,916
131,256,917
375,231,918
618,233,919
262,235,920
383,228,921
83,379,922
143,159,923
551,390,924
723,397,925
430,213,926
707,184,927
720,123,928
548,119,929
295,275,930
723,139,931
693,343,932
989,365,933
1141,475,934
1025,126,935
298,85,936
705,200,937
1065,427,938
719,157,939
549,417,940
614,489,941
515,532,942
952,257,943
244,424,944
494,470,945
687,295,946
977,559,947
1337,619,948
571,528,949
954,608,950
1028,196,951
1079,438,952
1003,446,953
1011,660,954
979,538,955
974,472,956
914,443,957
866,500,958
1322,475,959
980,537,960
974,546,961
913,516,962
929,420,963
1009,460,964
1276,377,965
1174,479,966
938,398,967
339,355,968
612,329,969
1100,193,970
1005,312,971
187,222,972
409,260,973
644,308,974
607,355,975
440,245,976
363,175,977
133,238,978
400,315,979
539,378,980
820,390,981
481,240,982
276,240,983
258,143,984
300,291,985
703,182,986
384,306,987
446,313,988
612,180,989
491,247,990
590,283,991
261,215,992
235,272,993
337,194,994
510,153,995
274,208,996
491,259,997
622,194,998
592,211,999
162,387,1000
565,97,1001
551,273,1002
766,314,1003
258,246,1004
427,310,1005
236,233,1006
268,339,1007
427,273,1008
339,293,1009
180,280,1010
414,312,1011
791,291,1012
292,164,1013
189,331,1014
270,245,1015
160,279,1016
534,262,1017
608,267,1018
802,251,1019
377,243,1020
307,235,1021
264,182,1022
561,404,1023
78,243,1024
252,301,1025
408,324,1026
569,293,1027
413,258,1028
848,563,1029
811,355,1030
588,400,1031
671,467,1032
374,597,1033
768,232,1034
461,220,1035
450,212,1036
609,124,1037
271,247,1038
365,220,1039
485,234,1040
350,280,1041
437,337,1042
381,306,1043
374,315,1044
400,229,1045
378,276,1046
394,384,1047
297,311,1048
375,375,1049
285,222,1050
249,180,1051
120,137,1052
369,163,1053
353,118,1054
190,265,1055
313,408,1056
517,403,1057
1239,549,1058
1659,291,1059
1722,323,1060
310,326,1061
817,621,1062
1446,530,1063
1560,453,1064
1229,455,1065
578,554,1066
418,388,1067
335,513,1068
618,543,1069
1243,495,1070
1607,491,1071
787,652,1072
962,512,1073
1290,686,1074
1450,603,1075
797,591,1076
1025,331,1077
518,370,1078
692,559,1079
400,490,1080
645,379,1081
854,399,1082
120,499,1083
259,514,1084
1012,411,1085
1188,544,1086
1362,415,1087
1550,448,1088
1653,507,1089
820,421,1090
566,570,1091
1628,380,1092
895,574,1093
350,539,1094
1108,415,1095
135,414,1096
1861,744,1097
734,404,1098
932,580,1099
774,265,1100
832,296,1101
735,299,1102
582,308,1103
543,278,1104
521,271,1105
302,417,1106
667,388,1107
929,423,1108
665,385,1109
1113,470,1110
426,400,1111
58,380,1112
268,463,1113
433,373,1114
1023,447,1115
1107,417,1116
1164,430,1117
364,228,1118
383,249,1119
314,237,1120
364,207,1121
249,202,1122
347,201,1123
253,223,1124
249,273,1125
152,167,1126
337,238,1127
286,186,1128
410,198,1129
232,174,1130
332,166,1131
281,169,1132
293,224,1133
333,206,1134
252,219,1135
500,188,1136
238,221,1137
444,198,1138
250,230,1139
366,264,1140
206,202,1141
329,213,1142
694,331,1143
763,330,1144
378,260,1145
580,360,1146
676,257,1147
389,325,1148
378,244,1149
432,337,1150
432,248,1151
281,250,1152
512,313,1153
336,262,1154
343,203,1155
605,279,1156
322,258,1157
587,285,1158
232,307,1159
632,219,1160
345,298,1161
247,295,1162
189,274,1163
244,268,1164
341,267,1165
475,224,1166
383,372,1167
508,235,1168
528,243,1169
141,295,1170
241,301,1171
104,246,1172
255,238,1173
365,231,1174
248,274,1175
72,302,1176
400,260,1177
211,217,1178
184,235,1179
267,276,1180
239,243,1181
547,176,1182
406,336,1183
177,302,1184
239,336,1185
548,233,1186
405,304,1187
208,253,1188
503,241,1189
342,248,1190
334,200,1191
419,231,1192
405,278,1193
425,288,1194
336,240,1195
517,201,1196
453,171,1197
514,211,1198
409,213,1199
365,279,1200
335,200,1201
401,238,1202
285,241,1203
294,251,1204
372,202,1205
375,237,1206
413,283,1207
468,279,1208
277,234,1209
374,276,1210
331,248,1211
479,270,1212
324,303,1213
306,295,1214
221,249,1215
400,259,1216
357,245,1217
351,282,1218
294,256,1219
296,275,1220
283,278,1221
384,244,1222
413,285,1223
392,227,1224
328,200,1225
448,266,1226
405,257,1227
1031,500,1228
1153,530,1229
96,497,1230
887,429,1231
1087,474,1232
1318,529,1233
1335,484,1234
1421,311,1235
1530,444,1236
1167,349,1237
1236,374,1238
354,424,1239
262,423,1240
143,248,1241
289,195,1242
347,210,1243
327,223,1244
419,190,1245
482,220,1246
474,198,1247
513,177,1248
446,203,1249
456,254,1250
512,217,1251
426,306,1252
552,413,1253
690,366,1254
748,385,1255
743,252,1256
581,277,1257
687,331,1258
487,500,1259
527,343,1260
795,363,1261
596,397,1262
865,394,1263
292,429,1264
460,358,1265
657,345,1266
892,408,1267
977,215,1268
815,347,1269
546,372,1270
402,306,1271
937,333,1272
446,372,1273
855,391,1274
455,390,1275
932,409,1276
248,300,1277
1123,407,1278
759,322,1279
699,306,1280
593,431,1281
727,419,1282
583,358,1283
606,374,1284
689,332,1285
1188,318,1286
573,492,1287
756,413,1288
494,462,1289
539,428,1290
550,417,1291
594,440,1292
575,452,1293
608,295,1294
717,395,1295
677,346,1296
559,310,1297
648,412,1298
641,374,1299
672,387,1300
660,386,1301
574,476,1302
538,454,1303
494,424,1304
730,319,1305
694,434,1306
537,602,1307
278,207,1308
258,274,1309
290,239,1310
247,186,1311
221,219,1312
273,273,1313
394,279,1314
244,280,1315
280,208,1316
235,154,1317
297,244,1318
375,215,1319
260,307,1320
208,256,1321
359,255,1322
316,228,1323
275,204,1324
382,224,1325
407,230,1326
1100,517,1327
1185,706,1328
1105,564,1329
1607,697,1330
1005,704,1331
854,711,1332
706,645,1333
807,645,1334
209,547,1335
1495,727,1336
808,558,1337
700,709,1338
475,519,1339
714,523,1340
963,471,1341
691,379,1342
548,459,1343
1044,452,1344
815,376,1345
574,590,1346
508,481,1347
1073,580,1348
1044,524,1349
801,389,1350
737,393,1351
876,357,1352
821,301,1353
674,275,1354
592,255,1355
494,276,1356
369,429,1357
480,477,1358
639,380,1359
741,423,1360
840,501,1361
884,436,1362
687,420,1363
694,339,1364
625,314,1365
509,319,1366
834,306,1367
739,480,1368
960,433,1369
469,374,1370
214,439,1371
224,546,1372
644,306,1373
126,353,1374
529,415,1375
859,401,1376
1078,369,1377
771,287,1378
538,238,1379
343,360,1380
446,381,1381
535,337,1382
741,350,1383
778,469,1384
998,408,1385
540,499,1386
483,397,1387
613,377,1388
776,388,1389
822,503,1390
973,408,1391
538,506,1392
539,364,1393
681,386,1394
749,356,1395
824,558,1396
1006,411,1397
75,394,1398
447,385,1399
680,444,1400
833,339,1401
1029,506,1402
1241,344,1403
470,406,1404
580,464,1405
163,423,1406
913,406,1407
983,474,1408
709,517,1409
787,493,1410
67,478,1411
520,493,1412
535,425,1413
1040,473,1414
1437,544,1415
1011,649,1416
1027,776,1417
337,366,1418
696,580,1419
1203,611,1420
741,544,1421
480,513,1422
538,499,1423
705,454,1424
341,278,1425
454,348,1426
520,268,1427
275,229,1428
1073,270,1429
702,389,1430
364,474,1431
1035,509,1432
760,412,1433
709,441,1434
610,253,1435
553,260,1436
367,272,1437
169,379,1438
101,334,1439
167,404,1440
539,382,1441
756,444,1442
933,383,1443
611,391,1444
644,399,1445
654,399,1446
777,424,1447
560,316,1448
968,405,1449
541,318,1450
858,338,1451
533,228,1452
594,422,1453
150,450,1454
359,206,1455
393,251,1456
699,365,1457
549,298,1458
667,345,1459
304,162,1460
423,233,1461
699,321,1462
426,410,1463
854,259,1464
779,329,1465
591,267,1466
384,288,1467
147,234,1468
598,223,1469
285,291,1470
134,257,1471
893,701,1472
983,628,1473
348,738,1474
704,399,1475
499,117,1476
697,221,1477
533,202,1478
783,275,1479
691,385,1480
600,313,1481
789,321,1482
870,332,1483
526,522,1484
764,336,1485
382,387,1486
991,473,1487
281,551,1488
662,358,1489
517,485,1490
290,400,1491
258,283,1492
1280,307,1493
1092,365,1494
944,306,1495
1096,481,1496
975,484,1497
768,431,1498
658,412,1499
543,446,1500
1230,576,1501
764,457,1502
595,458,1503
442,408,1504
359,410,1505
289,396,1506
515,420,1507
595,387,1508
646,469,1509
1062,495,1510
1420,584,1511
500,443,1512
799,436,1513
704,404,1514
423,573,1515
817,504,1516
556,562,1517
1605,595,1518
343,305,1519
819,316,1520
1037,302,1521
564,324,1522
555,282,1523
917,331,1524
408,293,1525
144,290,1526
390,344,1527
819,346,1528
1006,344,1529
1136,312,1530
131,339,1531
605,335,1532
561,375,1533
759,367,1534
904,332,1535
1155,333,1536
326,346,1537
811,526,1538
897,376,1539
1257,502,1540
680,380,1541
319,369,1542
683,523,1543
976,572,1544
1423,455,1545
804,514,1546
885,426,1547
673,379,1548
1303,420,1549
1339,372,1550
829,824,1551
1065,756,1552
1168,516,1553
958,664,1554
315,209,1555
1545,377,1556
1101,271,1557
1203,459,1558
1089,466,1559
909,245,1560
279,180,1561
288,316,1562
483,275,1563
340,227,1564
220,227,1565
283,366,1566
797,298,1567
713,429,1568
570,227,1569
649,412,1570
844,273,1571
457,449,1572
530,611,1573
480,248,1574
377,268,1575
470,224,1576
462,262,1577
368,251,1578
546,251,1579
417,233,1580
259,132,1581
360,180,1582
309,147,1583
384,280,1584
284,315,1585
339,335,1586
568,572,1587
1134,418,1588
727,392,1589
753,501,1590
987,459,1591
710,282,1592
664,328,1593
438,197,1594
484,234,1595
263,166,1596
200,290,1597
605,250,1598
147,250,1599
634,259,1600
609,271,1601
287,283,1602
647,297,1603
554,377,1604
407,576,1605
1304,644,1606
1397,548,1607
939,685,1608
91,242,1609
272,173,1610
233,221,1611
299,259,1612
303,532,1613
508,381,1614
516,321,1615
492,333,1616
461,319,1617
450,365,1618
486,362,1619
402,273,1620
477,379,1621
311,105,1622
277,158,1623
381,370,1624
579,272,1625
252,391,1626
1283,427,1627
707,307,1628
704,268,1629
432,156,1630
465,144,1631
219,137,1632
216,165,1633
236,233,1634
379,227,1635
331,251,1636
339,252,1637
307,244,1638
349,276,1639
349,355,1640
370,362,1641
273,409,1642
380,467,1643
570,297,1644
464,174,1645
865,504,1646
974,624,1647
287,572,1648
441,383,1649
760,361,1650
254,264,1651
486,263,1652
383,287,1653
574,615,1654
1174,645,1655
1566,769,1656
442,142,1657
411,309,1658
834,311,1659
758,230,1660
658,227,1661
658,209,1662
677,274,1663
698,303,1664
708,228,1665
754,250,1666
273,288,1667
458,580,1668
505,424,1669
882,546,1670
187,566,1671
311,273,1672
140,242,1673
304,199,1674
365,263,1675
336,262,1676
325,306,1677
366,223,1678
447,224,1679
430,260,1680
493,191,1681
432,289,1682
419,230,1683
462,265,1684
460,253,1685
451,340,1686
454,367,1687
636,356,1688
1295,610,1689
1093,546,1690
611,340,1691
165,528,1692
446,432,1693
641,283,1694
449,318,1695
499,317,1696
163,452,1697
310,386,1698
644,376,1699
114,377,1700
935,496,1701
221,336,1702
753,300,1703
230,328,1704
1147,288,1705
487,260,1706
684,235,1707
869,218,1708
160,301,1709
1033,292,1710
120,311,1711
615,235,1712
312,160,1713
346,183,1714
470,239,1715
337,230,1716
456,228,1717
257,190,1718
567,293,1719
337,182,1720
624,183,1721
211,275,1722
482,210,1723
494,237,1724
547,139,1725
421,176,1726
426,188,1727
670,258,1728
107,280,1729
312,179,1730
448,263,1731
474,147,1732
467,160,1733
769,296,1734
121,349,1735
336,166,1736
493,195,1737
209,221,1738
611,469,1739
407,372,1740
751,251,1741
344,289,1742
646,273,1743
940,367,1744
372,303,1745
951,254,1746
421,314,1747
492,477,1748
173,437,1749
381,426,1750
965,426,1751
427,465,1752
365,175,1753
521,357,1754
106,314,1755
500,776,1756
1117,548,1757
1205,782,1758
449,788,1759
1515,244,1760
1078,703,1761
529,235,1762
374,130,1763
255,271,1764
102,207,1765
297,321,1766
141,286,1767
171,197,1768
249,222,1769
957,430,1770
918,467,1771
1017,565,1772
1000,481,1773
1151,462,1774
1116,433,1775
598,281,1776
628,410,1777
949,456,1778
288,173,1779
1130,498,1780
871,710,1781
602,697,1782
269,254,1783
247,272,1784
210,316,1785
236,185,1786
369,244,1787
384,339,1788
537,192,1789
197,180,1790
105,265,1791
449,258,1792
568,300,1793
266,245,1794
489,221,1795
160,317,1796
444,298,1797
101,317,1798
121,239,1799
423,263,1800
508,255,1801
603,264,1802
469,216,1803
154,208,1804
21,300,1805
309,263,1806
112,289,1807
74,281,1808
220,325,1809
346,283,1810
379,285,1811
234,328,1812
310,149,1813
393,166,1814
194,171,1815
304,268,1816
359,185,1817
130,313,1818
109,236,1819
81,367,1820
541,325,1821
777,307,1822
742,325,1823
1114,583,1824
206,239,1825
892,314,1826
405,508,1827
537,564,1828
599,507,1829
710,485,1830
242,525,1831
736,545,1832
991,563,1833
908,591,1834
1068,486,1835
1754,562,1836
979,548,1837
252,226,1838
259,173,1839
446,264,1840
174,190,1841
468,336,1842
529,455,1843
938,387,1844
894,359,1845
489,386,1846
675,418,1847
924,367,1848
932,422,1849
581,353,1850
924,496,1851
619,421,1852
1009,395,1853
594,386,1854
55,207,1855
188,178,1856
306,172,1857
414,256,1858
548,154,1859
631,194,1860
692,182,1861
785,188,1862
141,164,1863
732,267,1864
172,297,1865
488,348,1866
243,175,1867
359,225,1868
647,204,1869
747,171,1870
515,224,1871
392,210,1872
560,177,1873
727,166,1874
796,144,1875
574,184,1876
342,183,1877
197,153,1878
119,149,1879
271,196,1880
513,137,1881
182,241,1882
651,238,1883
239,269,1884
440,274,1885
585,239,1886
764,216,1887
175,276,1888
299,93,1889
436,79,1890
410,144,1891
422,268,1892
625,249,1893
570,154,1894
718,156,1895
803,228,1896
213,193,1897
185,231,1898
467,266,1899
658,267,1900
569,211,1901
278,262,1902
372,255,1903
757,248,1904
650,223,1905
349,482,1906
708,403,1907
875,243,1908
479,364,1909
546,533,1910
868,240,1911
469,208,1912
932,437,1913
743,366,1914
1027,404,1915
757,322,1916
880,349,1917
605,324,1918
364,204,1919
287,228,1920
475,382,1921
324,318,1922
299,293,1923
229,230,1924
227,327,1925
481,218,1926
376,291,1927
169,213,1928
1081,471,1929
84,223,1930
1079,377,1931
1001,369,1932
389,217,1933
590,360,1934
84,268,1935
343,256,1936
428,243,1937
136,272,1938
236,203,1939
540,199,1940
527,201,1941
141,208,1942
721,220,1943
314,212,1944
382,222,1945
656,425,1946
596,341,1947
614,363,1948
771,367,1949
708,361,1950
586,339,1951
693,321,1952
364,272,1953
438,413,1954
359,326,1955
603,360,1956
512,162,1957
570,296,1958
905,708,1959
988,446,1960
1024,485,1961
694,364,1962
625,324,1963
706,325,1964
531,405,1965
538,375,1966
642,392,1967
647,369,1968
684,321,1969
863,473,1970
847,333,1971
740,410,1972
853,371,1973
656,299,1974
771,326,1975
858,421,1976
658,313,1977
586,434,1978
519,396,1979
698,499,1980
765,410,1981
722,382,1982
873,405,1983
975,299,1984
296,310,1985
1058,596,1986
968,646,1987
1132,487,1988
969,734,1989
963,769,1990
880,691,1991
914,613,1992
1187,559,1993
1193,647,1994
972,653,1995
1258,546,1996
1043,595,1997
947,649,1998
1417,568,1999
1508,453,2000
1505,669,2001
1273,715,2002
1326,593,2003
1459,390,2004
1352,473,2005
1263,486,2006
354,282,2007
339,331,2008
345,275,2009
373,278,2010
345,272,2011
239,247,2012
318,260,2013
377,258,2014
288,217,2015
471,249,2016
679,677,2017
1252,703,2018
311,178,2019
274,259,2020
277,211,2021
327,158,2022
215,241,2023
341,242,2024
283,217,2025
121,296,2026
242,271,2027
308,280,2028
469,292,2029
365,295,2030
192,270,2031
334,309,2032
346,271,2033
352,310,2034
239,323,2035
185,239,2036
255,223,2037
392,219,2038
143,208,2039
602,364,2040
866,646,2041
101,474,2042
215,511,2043
727,440,2044
412,434,2045
235,473,2046
504,533,2047
300,482,2048
900,500,2049
848,513,2050
319,405,2051
1075,557,2052
806,500,2053
542,378,2054
661,344,2055
901,409,2056
343,325,2057
765,398,2058
53,282,2059
235,303,2060
309,278,2061
406,324,2062
480,367,2063
542,342,2064
362,220,2065
245,283,2066
191,266,2067
136,263,2068
236,328,2069
299,296,2070
373,285,2071
474,287,2072
383,338,2073
272,362,2074
551,576,2075
881,595,2076
1031,573,2077
692,601,2078
1055,543,2079
637,737,2080
1683,587,2081
843,756,2082
873,461,2083
1067,571,2084
826,604,2085
1019,643,2086
738,341,2087
545,442,2088
711,298,2089
815,372,2090
521,408,2091
1505,524,2092
485,531,2093
461,719,2094
1157,561,2095
194,597,2096
1054,734,2097
856,590,2098
1601,628,2099
427,802,2100
903,631,2101
744,700,2102
